,sub,onset,offset,cat,tier
1,53,111.41,111.7,V,VCV
2,53,130.955,131.255,V,VCV
3,53,174.445,174.655,V,VCV
4,53,189.29,189.64,V,VCV
5,53,207.485,207.865,V,VCV
6,53,393.625,394.505,V,VCV
7,53,439.592,440.982,V,VCV
8,53,458.47,458.63,V,VCV
9,53,463.074,463.574,V,VCV
10,53,489.225,489.8,V,VCV
11,53,508.3,508.91,CV,VCV
12,53,562.505,563.075,V,VCV
13,53,566.965,567.625,V,VCV
14,53,647.615,647.805,V,VCV
15,53,657.365,657.585,V,VCV
16,53,724.67,725.47,V,VCV
17,53,762.735,764.305,V,VCV
18,53,833.195,833.775,V,VCV
19,53,837.92,840.73,V,VCV
20,53,841.495,843.165,V,VCV
21,53,856.08,857.46,V,VCV
22,53,857.86,859.32,V,VCV
23,53,860.09,861,V,VCV
0,59,345.127,345.899,V,VCV
1,59,364.053,364.253,V,VCV
2,59,380.961,381.1,V,VCV
3,59,382.003,382.157,V,VCV
4,59,383.899,384.126,V,VCV
5,59,401.174,401.347,V,VCV
6,59,405.194,405.376,V,VCV
7,59,465.371,466.007,V,VCV
8,59,480.145,482.809,V,VCV
9,59,494.227,495.518,V,VCV
10,59,497.108,498.172,V,VCV
11,59,554.03,554.749,V,VCV
12,59,642.964,643.828,V,VCV
13,59,644.633,645.369,V,VCV
14,59,650.562,650.744,V,VCV
15,59,651.607,651.744,V,VCV
16,59,817.962,818.198,V,VCV
17,59,824.051,825.245,V,VCV
18,59,826.39,828.217,V,VCV
19,59,829.72,830.96,V,VCV
20,59,845.524,845.824,V,VCV
21,59,868.454,869.018,V,VCV
22,59,878.154,878.58,V,VCV
23,59,879.796,880.223,V,VCV
0,64,18.27,19.56,V,VCV
1,64,24.615,25.295,V,VCV
2,64,26.835,27.175,V,VCV
3,64,156.375,157.055,V,VCV
4,64,292.54,293.78,V,VCV
5,64,393.02,393.52,VC,VCV
6,64,449.71,450.11,V,VCV
7,64,516.89,517.3,V,VCV
8,64,573.935,579.685,V,VCV
9,64,583.19,583.52,V,VCV
10,64,599.25,599.45,V,VCV
11,64,629.92,630.37,V,VCV
12,64,635.69,637.09,V,VCV
13,64,674.43,675.37,V,VCV
14,64,676.71,677.24,V,VCV
15,64,678.33,678.88,V,VCV
16,64,695.38,695.99,V,VCV
17,64,745.49,745.93,CV,VCV
18,64,747.31,747.69,V,VCV
19,64,812.24,812.86,V,VCV
20,64,819.52,820,V,VCV
21,64,823.64,823.88,V,VCV
22,64,825.82,825.96,V,VCV
23,64,832.66,833.53,VC,VCV
24,64,838.83,839.09,V,VCV
25,64,877.54,878.25,VCV,VCV
26,64,928.99,931.27,VCV,VCV
27,64,935.98,938.01,V,VCV
28,64,950.07,951.74,V,VCV
0,71,58.628,58.884,V,VCV
1,71,61.548,61.707,V,VCV
2,71,63.017,63.291,V,VCV
3,71,68.468,68.654,V,VCV
4,71,71.292,71.592,V,VCV
5,71,77.786,77.937,V,VCV
6,71,88.707,88.884,V,VCV
7,71,98.193,98.397,V,VCV
8,71,126.671,126.963,V,VCV
9,71,129.069,129.53,V,VCV
10,71,131.052,132.105,V,VCV
11,71,134.238,135.034,V,VCV
12,71,152.822,153.158,V,VCV
13,71,163.76,164.088,V,VCV
14,71,168.866,169.158,V,VCV
15,71,202.318,202.433,V,VCV
16,71,203.778,204.043,V,VCV
17,71,217.68,217.954,V,VCV
18,71,247.212,247.371,V,VCV
19,71,291.742,292.485,V,VCV
20,71,295.902,297.052,V,VCV
21,71,298.867,299.15,V,VCV
22,71,300.645,302.07,V,VCV
23,71,318.716,318.937,V,VCV
24,71,363.963,367.592,V,VCV
25,71,382.627,382.849,V,VCV
26,71,384.327,384.584,V,VCV
27,71,385.715,385.848,V,VCV
28,71,391.053,392.132,V,VCV
29,71,394.716,394.92,V,VCV
30,71,396.176,399.035,V,VCV
31,71,399.74,400.28,V,VCV
32,71,402.141,405.451,V,VCV
33,71,406.185,406.398,V,VCV
34,71,408.05,408.26,V,VCV
35,71,408.52,408.77,V,VCV
36,71,415.335,416.627,V,VCV
37,71,421.088,421.477,V,VCV
38,71,426.786,427.025,V,VCV
39,71,431.07,432.044,V,VCV
40,71,435.866,436.539,V,VCV
41,71,437.26,437.43,V,VCV
42,71,441.725,441.964,V,VCV
43,71,443.557,443.689,V,VCV
44,71,447.633,447.92,V,VCV
45,71,449.756,449.923,V,VCV
46,71,451.068,451.715,V,VCV
47,71,452.216,452.347,V,VCV
48,71,459.671,460.53,V,VCV
49,71,461.84,462.14,V,VCV
50,71,465.51,465.7,V,VCV
51,71,467.008,468.362,V,VCV
52,71,469.937,471.362,V,VCV
53,71,472.53,475.344,V,VCV
54,71,478.132,478.353,V,VCV
55,71,481.716,481.893,V,VCV
56,71,483.715,483.866,V,VCV
57,71,485.299,485.556,V,VCV
58,71,488.45,488.636,V,VCV
59,71,490.287,490.681,V,VCV
60,71,493.008,493.477,V,VCV
61,71,518.742,519.008,V,VCV
62,71,520.565,520.84,V,VCV
63,71,522.424,522.778,V,VCV
64,71,524.21,524.43,V,VCV
65,71,525.56,525.87,V,VCV
66,71,526.56,526.98,V,VCV
67,71,532.398,533.114,V,VCV
68,71,542.432,543.415,V,VCV
69,71,548.22,548.51,V,VCV
70,71,555.06,555.35,V,VCV
71,71,564.57,564.94,CV,VCV
72,71,566.583,567.451,V,VCV
73,71,568.442,569.451,V,VCV
74,71,573.08,573.45,V,VCV
75,71,574.6,574.96,V,VCV
76,71,579.4,579.69,V,VCV
77,71,589.884,590.167,V,VCV
78,71,599.725,599.981,V,VCV
79,71,607.937,608.308,V,VCV
80,71,614.035,614.185,V,VCV
81,71,635.114,635.892,V,VCV
82,71,639.504,640.008,V,VCV
83,71,642.893,644.035,V,VCV
84,71,656.796,657.477,V,VCV
85,71,659.09,659.36,V,VCV
86,71,674.494,674.742,V,VCV
87,71,685.221,685.619,V,VCV
88,71,690.646,693.353,V,VCV
89,71,694.31,694.49,V,VCV
90,71,742.575,744.566,V,VCV
91,71,758.72,759.09,V,VCV
92,71,766.24,766.6,V,VCV
93,71,768.55,768.81,CV,VCV
94,71,770.52,771.16,V,VCV
95,71,789.141,789.893,V,VCV
96,71,791.149,793.308,V,VCV
97,71,804.11,804.3,V,VCV
98,71,805.99,808.256,V,VCV
99,71,812.45,812.71,V,VCV
100,71,815.36,815.81,V,VCV
101,71,831.123,832.336,V,VCV
102,71,843.901,844.645,V,VCV
103,71,848.28,848.61,V,VCV
104,71,850.96,851.22,V,VCV
105,71,852.98,853.31,V,VCV
106,71,856.47,856.69,V,VCV
107,71,862.89,863.16,V,VCV
108,71,866.38,866.7,V,VCV
109,71,868.05,868.79,V,VCV
110,71,869.733,870.76,V,VCV
111,71,872.23,872.94,V,VCV
112,71,874.211,874.671,V,VCV
113,71,877.02,877.48,V,VCV
114,71,881.95,882.12,V,VCV
115,71,883.74,884.29,V,VCV
116,71,885.3,890.345,V,VCV
117,71,892.822,893.353,V,VCV
118,71,899.14,899.28,V,VCV
119,71,904.123,904.911,V,VCV
0,72,532.09,533.29,V,VCV
1,72,549.9,550.9,V,VCV
2,72,556.51,557.15,V,VCV
3,72,562.48,563.12,V,VCV
4,72,693.98,694.11,V,VCV
5,72,700.46,701.3,V,VCV
6,72,704.74,705.1,V,VCV
7,72,706.11,708.78,V,VCV
8,72,711.77,713.9,V,VCV
9,72,715.55,716.18,V,VCV
10,72,718.88,719.2,V,VCV
11,72,802.83,803.03,V,VCV
12,72,834.55,835.05,V,VCV
13,72,981.59,983.31,V,VCV
14,72,1046.65,1048.03,V,VCV
15,72,1072.65,1073.02,V,VCV
16,72,1096.95,1097.38,V,VCV
0,74,118.36,118.51,V,VCV
1,74,196.92,197.18,V,VCV
2,74,198.45,200.99,V,VCV
3,74,328.83,328.98,V,VCV
4,74,343.87,344.54,V,VCV
5,74,344.88,346.33,V,VCV
6,74,416.4,416.66,V,VCV
7,74,438.75,440.28,V,VCV
8,74,532.83,533.14,V,VCV
9,74,538.72,538.9,V,VCV
10,74,540.39,540.61,V,VCV
11,74,551.09,551.25,V,VCV
12,74,560.45,561.52,V,VCV
13,74,576.48,576.91,V,VCV
14,74,599.82,600.05,V,VCV
15,74,612.14,612.35,V,VCV
16,74,617.95,618.1,V,VCV
17,74,622.94,623.13,V,VCV
18,74,624.54,624.73,V,VCV
19,74,625.99,626.19,V,VCV
0,75,15.83,16.3,V,VCV
1,75,99.925,100.195,V,VCV
2,75,232.41,232.74,V,VCV
3,75,249.615,250.185,V,VCV
4,75,313.57,313.91,V,VCV
5,75,318.26,318.52,V,VCV
6,75,373.73,374.4,V,VCV
7,75,437.48,437.74,V,VCV
8,75,439.2,439.52,V,VCV
9,75,440.97,441.43,V,VCV
10,75,460.85,461.93,VCV,VCV
11,75,465.2,465.44,V,VCV
12,75,522.04,522.28,V,VCV
13,75,552.51,552.82,V,VCV
14,75,739.63,739.96,V,VCV
15,75,751.095,751.455,V,VCV
16,75,754.79,755.33,V,VCV
17,75,769.83,770.075,V,VCV
18,75,770.6,770.85,V,VCV
19,75,771.1,771.23,V,VCV
20,75,816.2,816.8,V,VCV
21,75,826.01,826.52,V,VCV
22,75,928.565,928.875,V,VCV
0,76,39.66,39.97,V,VCV
1,76,94.88,95.64,V,VCV
2,76,141.63,141.89,V,VCV
3,76,142.91,143.22,V,VCV
4,76,205.51,205.79,V,VCV
5,76,210.67,211.88,V,VCV
6,76,237.38,237.57,V,VCV
7,76,328.21,329.13,VC,VCV
8,76,447.51,447.84,V,VCV
9,76,536.9,537.07,V,VCV
10,76,562.57,562.84,V,VCV
11,76,778.79,779.03,V,VCV
12,76,785.82,786.02,V,VCV
13,76,824.12,824.35,V,VCV
14,76,862.27,862.6,V,VCV
15,76,871.72,872.09,V,VCV
0,85,179.58,179.88,V,VCV
1,85,326.77,326.97,V,VCV
2,85,347.91,348.27,V,VCV
3,85,352.42,352.55,V,VCV
4,85,420.3,420.74,V,VCV
5,85,571.75,571.94,V,VCV
6,85,591.17,591.39,V,VCV
7,85,609.86,610.04,V,VCV
8,85,645.74,645.89,V,VCV
9,85,650.91,651.36,V,VCV
10,85,901.32,901.59,V,VCV
11,85,914.02,914.47,V,VCV
0,87,7.579,8.059,V,VCV
1,87,32.289,32.899,V,VCV
2,87,60.232,60.78,V,VCV
3,87,61.233,61.783,V,VCV
4,87,96.573,97.343,V,VCV
5,87,101.899,102.299,V,VCV
6,87,126.65,127.02,V,VCV
7,87,184.208,184.488,V,VCV
8,87,234.417,234.877,V,VCV
9,87,235.736,236.166,V,VCV
10,87,237.802,238.122,V,VCV
11,87,244.204,245.424,V,VCV
12,87,259.24,259.69,V,VCV
13,87,277.826,278.006,V,VCV
14,87,283.232,283.692,V,VCV
15,87,285.75,286.09,V,VCV
16,87,302.898,303.698,V,VCV
17,87,310.49,310.94,V,VCV
18,87,314.579,315.779,V,VCV
19,87,326.084,327.214,V,VCV
20,87,328.17,328.66,V,VCV
21,87,336.56,337.09,V,VCV
22,87,343.871,345.871,V,VCV
23,87,348.911,350.531,V,VCV
24,87,356.004,358.094,V,VCV
25,87,359.39,360.31,V,VCV
26,87,407.093,407.293,V,VCV
27,87,407.97,408.91,V,VCV
28,87,437.336,438.046,V,VCV
29,87,444.821,445.366,V,VCV
30,87,447.514,448.274,V,VCV
31,87,476.49,477.08,V,VCV
32,87,478.06,478.3,V,VCV
33,87,479.294,480.902,V,VCV
34,87,482.71,482.93,V,VCV
35,87,483.97,484.15,V,VCV
36,87,485.27,485.45,V,VCV
37,87,488.916,490.586,V,VCV
38,87,495.19,495.42,V,VCV
39,87,533.06,533.35,V,VCV
40,87,538.08,539.19,V,VCV
41,87,554.302,555.175,V,VCV
42,87,569.35,570.1,V,VCV
43,87,581.22,582.12,V,VCV
44,87,582.58,583.26,V,VCV
45,87,586.827,587.929,V,VCV
46,87,588.43,589.32,CVC,VCV
47,87,591.23,591.58,V,VCV
48,87,595.52,596.09,V,VCV
49,87,599.04,599.46,V,VCV
50,87,603.38,604.02,V,VCV
51,87,612.12,612.56,V,VCV
52,87,613.19,613.81,V,VCV
53,87,615.047,617.44,V,VCV
54,87,618.26,619.38,V,VCV
55,87,642.159,643.602,V,VCV
56,87,644.04,645.04,V,VCV
57,87,645.51,646.91,V,VCV
58,87,647.7,648.75,V,VCV
59,87,649.21,650.71,V,VCV
60,87,651.13,652.71,V,VCV
61,87,657.78,658.41,V,VCV
62,87,659,659.69,V,VCV
63,87,673.2,674.36,V,VCV
64,87,675.06,676.39,V,VCV
65,87,680.569,680.86,V,VCV
66,87,683.848,685.417,V,VCV
67,87,694.809,696.087,V,VCV
68,87,696.6,697.95,V,VCV
69,87,698.54,699.99,V,VCV
70,87,700.44,701.57,V,VCV
71,87,702.26,703.52,V,VCV
72,87,704.1,705.4,V,VCV
73,87,706.96,707.5,V,VCV
74,87,707.95,708.86,V,VCV
75,87,709.45,710.71,V,VCV
76,87,711.34,712.23,V,VCV
77,87,712.62,713.83,V,VCV
78,87,714.29,715.57,CV,VCV
79,87,716.06,717.17,V,VCV
80,87,717.88,718.41,V,VCV
81,87,719.52,720.14,V,VCV
82,87,720.62,721.67,V,VCV
83,87,722.11,722.8,V,VCV
84,87,723.302,724.91,V,VCV
85,87,727.82,728.29,V,VCV
86,87,734.14,734.45,V,VCV
87,87,735.759,738.481,V,VCV
88,87,743.39,743.55,V,VCV
89,87,745.214,747.961,V,VCV
90,87,767.669,768.1,V,VCV
91,87,768.76,768.94,V,VCV
92,87,770.15,770.47,V,VCV
93,87,776.75,777.02,V,VCV
94,87,778.52,778.79,V,VCV
95,87,780.809,782.05,V,VCV
96,87,783.3,783.44,V,VCV
97,87,802.442,803.784,V,VCV
98,87,804.56,805.21,V,VCV
99,87,815.03,815.44,V,VCV
100,87,825.87,826.19,V,VCV
101,87,827.73,827.96,V,VCV
102,87,837.63,837.97,V,VCV
103,87,862.13,862.41,V,VCV
104,87,867.31,868.24,V,VCV
105,87,871.23,871.75,V,VCV
106,87,874.96,876.5,V,VCV
107,87,885.56,886.1,V,VCV
108,87,887.24,888.11,V,VCV
109,87,888.708,889.848,V,VCV
110,87,891.01,891.28,V,VCV
111,87,897.277,899.606,V,VCV
112,87,903.3,905.53,V,VCV
0,91,85.66,86.3,V,VCV
1,91,134.075,134.985,VCV,VCV
2,91,232.325,233.115,V,VCV
3,91,234.635,236.565,V,VCV
4,91,339.82,340.15,V,VCV
5,91,367.28,367.48,V,VCV
6,91,381.2,381.58,V,VCV
7,91,416.79,416.97,V,VCV
8,91,427.445,428.875,V,VCV
9,91,429.425,430.375,V,VCV
10,91,442.83,443.3,V,VCV
11,91,458.655,459.035,V,VCV
12,91,471.8,473.33,CVCV,VCV
13,91,490.99,491.54,V,VCV
14,91,542.325,543.665,V,VCV
15,91,569.57,570.24,V,VCV
16,91,573.26,573.45,V,VCV
17,91,577.23,577.69,V,VCV
18,91,626.97,627.37,V,VCV
19,91,628.33,628.545,V,VCV
20,91,633.9,634.6,V,VCV
21,91,642.92,643.25,V,VCV
22,91,658.12,659.35,V,VCV
23,91,703.385,703.65,V,VCV
24,91,708.03,708.41,V,VCV
25,91,709.625,710.435,V,VCV
26,91,718.45,718.62,V,VCV
27,91,759.63,760.25,V,VCV
28,91,761.4,762.03,V,VCV
29,91,788.82,790.21,V,VCV
30,91,793.42,793.74,V,VCV
31,91,797.18,797.73,V,VCV
32,91,800.78,801.26,V,VCV
33,91,811.4,815.46,V,VCV
0,94,73.33,73.67,V,VCV
1,94,78.55,79.36,V,VCV
2,94,81.9,82.73,V,VCV
3,94,83.17,83.94,V,VCV
4,94,159.66,160.17,V,VCV
5,94,164.08,164.87,V,VCV
6,94,166,166.65,V,VCV
7,94,167.71,170.66,V,VCV
8,94,171.17,172.23,V,VCV
9,94,172.71,174.78,V,VCV
10,94,184.56,185.45,V,VCV
11,94,185.96,186.91,V,VCV
12,94,187.9,189.61,V,VCV
13,94,231.97,232.54,V,VCV
14,94,242.6,243.18,V,VCV
15,94,368.41,368.94,V,VCV
16,94,437.14,437.66,V,VCV
17,94,437.99,438.68,V,VCV
18,94,439.54,444.82,V,VCV
19,94,445.13,445.72,V,VCV
20,94,457.77,458.36,V,VCV
21,94,460.71,461.94,V,VCV
22,94,466.75,467.58,V,VCV
23,94,470.6,471.92,V,VCV
24,94,491.84,492.53,V,VCV
25,94,558.126,558.518,V,VCV
26,94,558.86,559.379,V,VCV
27,94,559.99,561.04,V,VCV
28,94,561.7,562.5,V,VCV
29,94,563.52,567.98,V,VCV
30,94,568.54,569.45,V,VCV
31,94,569.98,570.81,V,VCV
32,94,612.01,612.16,V,VCV
33,94,618.34,618.77,V,VCV
34,94,619.45,620.43,V,VCV
35,94,621.01,622.07,V,VCV
36,94,661.429,662.391,V,VCV
37,94,663.78,664.24,V,VCV
38,94,664.54,665.18,V,VCV
39,94,665.61,666,V,VCV
40,94,666.78,667.93,V,VCV
41,94,747.68,747.91,V,VCV
42,94,855.51,856.78,V,VCV
0,96,80.37,80.69,V,VCV
1,96,84.085,84.565,V,VCV
2,96,111.5,111.95,V,VCV
3,96,124.42,125.29,VCV,VCV
4,96,139.32,139.77,V,VCV
5,96,141.38,141.78,V,VCV
6,96,142.55,142.87,V,VCV
7,96,175.92,176.39,V,VCV
8,96,177.17,177.92,V,VCV
9,96,185.18,185.63,V,VCV
10,96,192.24,193.13,V,VCV
11,96,215.2,215.62,V,VCV
12,96,247,247.56,V,VCV
13,96,305.07,305.97,V,VCV
14,96,418.72,418.9,V,VCV
15,96,430.79,430.99,V,VCV
16,96,464.99,465.25,V,VCV
17,96,491.41,492.52,V,VCV
18,96,626.57,627.03,CVC,VCV
19,96,647.13,647.45,CV,VCV
20,96,660.72,660.94,V,VCV
21,96,696.05,696.21,V,VCV
22,96,704.23,704.45,V,VCV
23,96,734.17,734.81,CV,VCV
24,96,736.83,741.36,V,VCV
25,96,742.33,742.5,V,VCV
26,96,759.18,759.44,V,VCV
27,96,760.25,760.85,CV,VCV
28,96,774.01,774.22,V,VCV
29,96,797.52,797.95,V,VCV
30,96,811.84,812.21,V,VCV
31,96,820.355,821.345,CV,VCV
32,96,836.18,836.55,V,VCV
33,96,847.69,848.01,V,VCV
34,96,861.63,862.4,V,VCV
35,96,863.58,863.91,V,VCV
36,96,865.04,868.42,V,VCV
37,96,872.01,875.38,VCV,VCV
38,96,886.13,887.68,V,VCV
39,96,890.02,891.21,V,VCV
40,96,894.915,896.375,V,VCV
41,96,897.66,899.23,V,VCV
42,96,899.67,900.75,V,VCV
43,96,902.03,902.63,V,VCV
44,96,904.265,905.525,VC,VCV
0,97,64.044,64.288,V,VCV
1,97,213.443,214.288,V,VCV
2,97,218.155,218.577,V,VCV
3,97,773.966,774.7,V,VCV
4,97,814.922,815.133,V,VCV
5,97,815.52,816.38,V,VCV
6,97,816.665,817.943,V,VCV
7,97,818.199,818.577,V,VCV
8,97,818.788,819.966,V,VCV
9,97,820.16,820.47,V,VCV
10,97,850.49,850.71,V,VCV
0,99,118.98,119.37,CV,VCV
1,99,210.22,210.9,V,VCV
2,99,258.675,261.005,V,VCV
3,99,269.915,272.105,VCV,VCV
4,99,293.085,295.465,V,VCV
5,99,318.62,319.49,V,VCV
6,99,322.46,323.62,V,VCV
7,99,326.8,328.05,V,VCV
8,99,328.14,328.64,V,VCV
9,99,330.21,331.17,V,VCV
10,99,338.72,339.17,V,VCV
11,99,345.91,346.24,V,VCV
12,99,420.01,420.62,V,VCV
13,99,448.42,448.59,V,VCV
14,99,474.48,474.89,V,VCV
15,99,476.18,477.09,V,VCV
16,99,480.54,480.88,V,VCV
17,99,482.69,482.84,V,VCV
18,99,489.165,491.205,V,VCV
19,99,493.53,494.1,V,VCV
20,99,502.53,502.98,V,VCV
21,99,567.75,567.99,V,VCV
22,99,604.51,605.33,V,VCV
23,99,607.09,607.46,V,VCV
24,99,656.08,657.85,V,VCV
25,99,662.18,663.04,V,VCV
26,99,666.2,667.28,V,VCV
27,99,667.78,669.16,V,VCV
28,99,669.62,669.86,V,VCV
29,99,670.35,672.33,V,VCV
30,99,672.83,673.6,V,VCV
31,99,674.15,675.44,V,VCV
32,99,679.49,681.71,V,VCV
